r,g,b,h,s,v
21,23,4,66,83,9
201,19,223,294,91,87
243,82,219,309,66,95
178,242,110,89,55,95
177,138,122,17,31,69
7,2,3,348,71,3
125,115,68,49,46,49
150,98,48,29,68,59
62,138,103,152,55,54
20,58,63,187,68,25
17,252,227,174,93,99
208,227,18,65,92,89
41,202,56,126,80,79
249,4,33,353,98,98
234,147,216,312,37,92
44,79,48,127,44,31
109,194,142,143,44,76
15,8,127,244,94,50
74,18,131,270,86,51
165,54,39,7,76,65
249,43,224,307,83,98
246,8,81,342,97,96
218,65,31,11,86,85
58,217,197,172,73,85
166,116,148,322,30,65
186,182,250,244,27,98
102,203,109,124,50,80
72,15,90,286,83,35
21,42,209,233,90,82
154,134,208,256,36,82
144,35,8,12,94,56
110,45,164,273,73,64
243,230,42,56,83,95
220,190,249,271,24,98
177,164,114,48,36,69
159,63,218,277,71,85
172,218,228,191,25,89
226,144,200,319,36,89
111,185,63,96,66,73
32,97,218,219,85,85
23,230,97,141,90,90
121,218,209,174,44,85
87,118,32,82,73,46
3,36,106,221,97,42
196,123,45,31,77,77
159,96,0,36,100,62
152,147,30,58,80,60
3,93,10,125,97,36
132,112,202,253,45,79
114,38,35,2,69,45
31,154,58,133,80,60
211,193,25,54,88,83
142,222,63,90,72,87
202,164,120,32,41,79
167,2,113,320,99,65
191,11,197,298,94,77
239,64,208,311,73,94
12,142,76,150,92,56
18,127,59,143,86,50
118,171,78,94,54,67
28,233,229,179,88,91
12,52,45,170,77,20
210,46,128,330,78,82
93,106,136,222,32,53
79,58,13,41,84,31
1,126,130,182,99,51
143,117,114,6,20,56
30,134,236,210,87,93
128,231,108,110,53,91
6,58,121,213,95,47
120,234,208,166,49,92
64,106,230,225,72,90
219,49,124,334,78,86
25,80,231,224,89,91
44,87,50,128,49,34
80,87,171,235,53,67
61,33,7,29,89,24
199,66,101,344,67,78
56,240,28,112,88,94
72,119,203,218,65,80
5,14,65,231,92,25
34,171,50,127,80,67
206,6,43,349,97,81
106,254,116,124,58,100
56,189,181,176,70,74
37,34,162,241,79,64
37,145,121,167,74,57
226,78,203,309,65,89
245,43,209,311,82,96
6,19,76,229,92,30
157,148,72,54,54,62
156,143,173,266,17,68
40,210,109,144,81,82
119,208,193,170,43,82
207,247,32,71,87,97
214,30,250,290,88,98
200,184,181,9,9,78
121,20,69,331,83,47
212,121,166,330,43,83
204,239,117,77,51,94
5,209,131,157,98,82
78,11,79,299,86,31
241,205,181,24,25,95
120,117,79,56,34,47
205,101,11,28,95,80
80,58,29,34,64,31
83,207,210,181,60,82
128,10,201,277,95,79
77,77,210,240,63,82
50,79,71,163,37,31
240,138,8,34,97,94
50,122,26,105,79,48
181,180,58,60,68,71
49,171,71,131,71,67
78,121,166,211,53,65
22,98,164,208,87,64
252,0,149,325,100,99
150,101,99,2,34,59
43,232,197,169,81,91
49,119,92,157,59,47
21,82,228,222,91,89
155,6,254,276,98,100
228,176,156,17,32,89
21,148,136,174,86,58
123,172,195,199,37,76
216,153,121,20,44,85
5,79,144,208,97,56
71,217,226,183,69,89
249,73,52,6,79,98
214,45,53,357,79,84
89,41,169,263,76,66
14,99,187,211,93,73
226,66,24,12,89,89
55,95,210,225,74,82
211,226,36,65,84,89
46,67,141,227,67,55
210,51,186,309,76,82
95,194,204,186,53,80
38,117,151,198,75,59
10,127,36,133,92,50
35,144,128,171,76,56
112,136,226,227,50,89
177,183,229,233,23,90
93,210,17,96,92,82
236,7,240,299,97,94
48,78,73,170,38,31
153,127,132,348,17,60
229,50,80,350,78,90
238,137,85,20,64,93
228,7,163,318,97,89
109,167,240,213,55,94
177,121,28,37,84,69
173,177,62,62,65,69
43,39,29,43,33,17
106,88,10,49,91,42
146,167,117,85,30,65
232,59,154,327,75,91
228,150,197,324,34,89
147,83,201,273,59,79
115,203,220,190,48,86
150,27,234,276,88,92
42,127,15,106,88,50
100,106,19,64,82,42
33,107,101,175,69,42
92,176,108,131,48,69
137,203,101,99,50,80
53,254,201,164,79,100
35,195,93,142,82,76
178,159,86,48,52,70
175,50,201,290,75,79
147,238,158,127,38,93
11,13,176,239,94,69
207,51,180,310,75,81
114,182,207,196,45,81
90,197,45,102,77,77
210,134,58,30,72,82
176,14,190,295,93,75
102,9,16,355,91,40
199,51,166,313,74,78
38,69,7,90,90,27
178,237,88,84,63,93
79,138,87,128,43,54
129,128,195,241,34,76
186,30,176,304,84,73
64,29,108,267,73,42
110,204,92,110,55,80
55,79,157,226,65,62
170,1,179,297,99,70
200,214,120,69,44,84
233,127,196,321,45,91
209,240,55,70,77,94
119,193,100,108,48,76
51,234,86,131,78,92
18,83,159,212,89,62
188,89,41,20,78,74
200,94,112,350,53,78
159,224,238,191,33,93
132,163,131,118,20,64
105,193,213,191,51,84
167,144,60,47,64,65
142,209,88,93,58,82
166,219,145,103,34,86
189,231,110,81,52,91
91,43,76,319,53,36
45,92,173,218,74,68
222,188,88,45,60,87
104,45,8,23,92,41
185,191,10,62,95,75
132,82,53,22,60,52
158,14,78,333,91,62
127,130,173,236,27,68
193,55,107,337,72,76
191,37,116,329,81,75
191,72,45,11,76,75
67,236,230,178,72,93
201,101,217,292,53,85
120,151,61,81,60,59
170,151,193,267,22,76
125,228,100,108,56,89
82,194,198,182,59,78
211,104,88,8,58,83
186,62,71,356,67,73
134,202,154,138,34,79
149,59,196,279,70,77
154,85,138,314,45,60
59,89,199,227,70,78
30,227,19,117,92,89
32,197,210,184,85,82
146,198,199,181,27,78
85,144,176,201,52,69
226,123,133,354,46,89
34,167,224,198,85,88
94,6,190,269,97,75
125,164,242,220,48,95
216,103,252,286,59,99
55,154,177,191,69,69
241,121,217,312,50,95
72,149,146,178,52,58
1,220,56,135,100,86
135,123,62,50,54,53
6,63,189,221,97,74
213,111,88,11,59,84
102,26,119,289,78,47
166,118,163,304,29,65
151,120,19,46,87,59
9,250,45,129,96,98
7,127,159,193,96,62
234,163,64,35,73,92
225,2,38,350,99,88
115,36,116,299,69,45
69,200,44,110,78,78
190,200,195,150,5,78
58,125,24,100,81,49
57,212,28,111,87,83
91,125,32,82,74,49
100,184,30,93,84,72
61,30,205,251,85,80
215,168,35,44,84,84
49,128,142,189,65,56
53,165,217,199,76,85
164,87,204,279,57,80
213,183,50,49,77,84
220,136,192,320,38,86
71,12,200,259,94,78
190,59,161,313,69,75
99,117,25,72,79,46
80,202,171,165,60,79
149,234,208,162,36,92
114,169,209,205,45,82
47,144,169,192,72,66
247,154,0,37,100,97
6,143,191,196,97,75
15,189,84,144,92,74
209,144,186,321,31,82
135,116,215,252,46,84
0,191,19,126,100,75
155,54,119,321,65,61
88,46,46,0,48,35
194,128,110,13,43,76
208,243,213,129,14,95
224,84,18,19,92,88
12,107,85,166,89,42
155,223,166,130,30,87
159,146,188,259,22,74
104,91,197,247,54,77
111,249,194,156,55,98
37,62,239,233,85,94
241,160,229,309,34,95
226,148,103,22,54,89
207,90,185,311,57,81
17,172,248,200,93,97
66,186,188,181,65,74
18,221,141,156,92,87
12,165,215,195,94,84
26,192,140,161,86,75
27,186,92,145,85,73
61,240,114,138,75,94
98,246,40,103,84,96
185,209,142,81,32,82
218,167,224,294,25,88
220,135,19,35,91,86
157,2,80,330,99,62
15,72,149,214,90,58
31,140,109,163,78,55
48,179,30,113,83,70
20,153,121,166,87,60
143,34,224,274,85,88
96,126,234,227,59,92
59,24,127,260,81,50
26,26,137,240,81,54
7,139,169,191,96,66
168,64,208,283,69,82
32,243,172,160,87,95
74,116,177,216,58,69
5,253,54,132,98,99
127,122,39,57,69,50
179,4,243,284,98,95
24,168,237,199,90,93
237,103,130,348,57,93
224,141,60,30,73,88
59,97,107,193,45,42
27,223,196,172,88,87
126,222,242,190,48,95
211,210,90,60,57,83
126,43,70,340,66,49
52,143,72,133,64,56
112,178,214,201,48,84
94,175,37,95,79,69
195,254,79,80,69,100
107,57,128,282,55,50
231,0,207,306,100,91
179,248,73,84,71,97
134,145,72,69,50,57
213,5,190,307,98,84
128,252,229,169,49,99
25,88,60,153,72,35
239,141,159,349,41,94
187,18,220,290,92,86
46,200,157,163,77,78
165,31,65,345,81,65
99,124,48,80,61,49
25,181,217,191,88,85
114,68,74,352,40,45
125,88,14,40,89,49
65,74,214,236,70,84
71,119,146,202,51,57
179,86,96,354,52,70
35,93,134,205,74,53
254,152,196,334,40,100
243,152,17,36,93,95
231,172,237,294,27,93
179,58,52,3,71,70
151,8,221,280,96,87
189,197,159,73,19,77
37,134,124,174,72,53
237,112,77,13,68,93
131,250,155,132,48,98
162,178,176,173,9,70
14,180,10,119,94,71
172,245,69,85,72,96
88,166,101,130,47,65
76,137,126,169,45,54
185,25,155,311,86,73
105,18,44,342,83,41
195,143,57,37,71,76
202,210,139,67,34,82
137,120,4,52,97,54
54,35,137,251,74,54
218,42,230,296,82,90
212,125,128,358,41,83
224,245,60,67,76,96
160,166,112,67,33,65
120,250,43,98,83,98
114,158,29,80,82,62
192,76,161,316,60,75
169,235,218,165,28,92
3,82,117,198,97,46
91,213,148,148,57,84
190,0,9,357,100,75
5,32,252,233,98,99
113,116,157,236,28,62
156,61,11,21,93,61
87,22,25,357,75,34
3,96,54,153,97,38
85,229,218,175,63,90
88,173,70,110,60,68
65,179,207,192,69,81
151,122,74,37,51,59
169,242,17,79,93,95
225,225,202,60,10,88
24,241,213,172,90,95
180,53,90,343,71,71
156,95,222,269,57,87
223,150,151,359,33,87
118,8,102,309,93,46
128,161,120,108,25,63
184,47,244,282,81,96
201,195,73,57,64,79
237,63,185,318,73,93
163,52,83,343,68,64
198,33,156,315,83,78
43,243,183,162,82,95
100,99,211,241,53,83
237,146,148,359,38,93
107,248,132,131,57,97
173,96,10,32,94,68
112,14,208,270,93,82
42,90,82,170,53,35
62,36,124,258,71,49
222,110,242,291,55,95
165,156,52,55,68,65
194,18,154,314,91,76
171,219,122,90,44,86
41,239,15,113,94,94
163,131,15,47,91,64
110,53,163,271,67,64
157,161,183,231,14,72
144,215,249,199,42,98
242,31,181,317,87,95
157,119,254,257,53,100
109,54,132,282,59,52
55,19,195,252,90,76
77,55,90,278,39,35
64,142,111,156,55,56
105,176,82,105,53,69
76,60,205,247,71,80
164,42,170,297,75,67
235,48,97,344,80,92
110,186,73,100,61,73
92,95,18,62,81,37
5,103,14,126,95,40
161,96,145,315,40,63
82,16,90,294,82,35
96,166,74,106,55,65
116,229,5,90,98,90
105,235,15,95,94,92
77,124,35,92,72,49
50,95,154,214,68,60
156,65,6,24,96,61
117,222,148,138,47,87
42,240,186,164,83,94
237,136,124,6,48,93
231,101,230,300,56,91
219,67,39,9,82,86
253,150,206,327,41,99
240,251,233,97,7,98
204,48,114,335,76,80
59,80,66,140,26,31
58,41,60,294,32,24
20,92,249,221,92,98
176,27,97,332,85,69
199,152,10,45,95,78
57,76,70,161,25,30
146,130,2,53,99,57
102,210,6,92,97,82
102,176,233,206,56,91
146,2,21,352,99,57
59,65,124,234,52,49
3,240,170,162,99,94
98,130,89,107,32,51
154,253,124,106,51,99
160,53,219,279,76,86
117,241,217,168,51,95
169,199,82,75,59,78
6,7,200,240,97,78
182,145,108,30,41,71
113,79,212,255,63,83
106,61,17,30,84,42
49,247,119,141,80,97
5,153,58,141,97,60
96,93,193,242,52,76
21,182,171,176,88,71
120,224,182,156,46,88
110,194,231,198,52,91
230,196,53,48,77,90
93,84,172,246,51,67
114,163,1,78,99,64
234,236,121,61,49,93
189,10,216,292,95,85
228,148,233,296,36,91
132,93,51,31,61,52
107,2,74,319,98,42
49,201,253,195,81,99
195,244,207,135,20,96
135,226,13,86,94,89
132,131,221,241,41,87
126,249,195,154,49,98
204,23,196,303,89,80
30,212,138,156,86,83
144,247,234,172,42,97
161,229,165,124,30,90
96,159,26,88,84,62
252,142,234,310,44,99
87,120,151,209,42,59
26,198,81,139,87,78
123,228,173,149,46,89
214,189,36,52,83,84
65,200,168,166,68,78
236,154,75,29,68,93
232,129,109,10,53,91
42,89,215,224,80,84
245,74,46,8,81,96
5,59,44,163,92,23
31,251,209,169,88,98
228,208,98,51,57,89
177,70,46,11,74,69
192,106,226,283,53,89
114,38,50,351,67,45
240,100,131,347,58,94
67,207,25,106,88,81
193,151,178,321,22,76
246,193,57,43,77,96
109,55,112,297,51,44
173,214,117,85,45,84
51,69,130,226,61,51
250,201,178,19,29,98
216,77,253,287,70,99
113,123,176,230,36,69
63,101,13,86,87,40
94,60,227,252,74,89
6,221,154,161,97,87
175,158,84,49,52,69
197,192,253,245,24,99
239,1,116,331,100,94
43,24,202,246,88,79
124,74,13,33,90,49
205,20,66,345,90,80
123,139,238,232,48,93
7,95,66,160,93,37
27,241,58,129,89,95
94,5,248,262,98,97
211,189,124,45,41,83
115,101,116,296,13,45
140,105,145,293,28,57
37,97,4,99,96,38
171,59,204,286,71,80
97,18,0,11,100,38
5,12,15,198,67,6
215,138,112,15,48,84
93,199,121,136,53,78
223,49,133,331,78,87
98,38,198,263,81,78
115,155,31,79,80,61
57,33,123,256,73,48
241,237,80,59,67,95
10,140,28,128,93,55
181,82,43,17,76,71
189,80,127,334,58,74
98,115,99,124,15,45
87,135,108,146,36,53
236,235,216,57,8,93
6,128,181,198,97,71
35,93,176,215,80,69
80,116,137,202,42,54
201,72,130,333,64,79
53,144,60,125,63,56
78,128,172,208,55,67
31,109,19,112,83,43
114,206,127,128,45,81
37,126,76,146,71,49
134,39,158,288,75,62
254,20,35,356,92,100
70,220,14,104,94,86
40,183,58,128,78,72
228,9,198,308,96,89
30,39,26,102,33,15
17,31,170,235,90,67
161,93,124,333,42,63
124,16,181,279,91,71
238,205,95,46,60,93
1,12,195,237,99,76
114,34,102,309,70,45
180,253,252,179,29,99
27,52,63,198,57,25
86,13,112,284,88,44
238,62,39,7,84,93
227,165,39,40,83,89
124,14,238,269,94,93
109,10,39,342,91,43
105,159,8,81,95,62
159,12,164,298,93,64
53,137,148,187,64,58
143,214,188,158,33,84
57,4,220,255,98,86
8,46,91,213,91,36
176,245,98,88,60,96
186,87,207,289,58,81
247,89,175,327,64,97
161,70,145,311,57,63
7,70,224,223,97,88
139,34,201,278,83,79
177,135,73,36,59,69
224,144,182,332,36,88
138,55,9,21,93,54
200,83,48,14,76,78
214,64,157,323,70,84
32,180,201,187,84,79
96,79,46,40,52,38
244,228,119,52,51,96
57,23,141,257,84,55
163,105,43,31,74,64
102,248,39,102,84,97
117,132,154,216,24,60
183,101,145,328,45,72
235,151,135,10,43,92
32,22,62,255,65,24
32,74,96,201,67,38
101,114,224,234,55,88
169,115,206,276,44,81
215,189,109,45,49,84
40,200,30,116,85,78
222,4,87,337,98,87
125,39,233,267,83,91
24,203,14,117,93,80
115,151,115,120,24,59
249,152,10,36,96,98
202,234,73,72,69,92
33,158,162,182,80,64
254,172,122,23,52,100
180,66,164,308,63,71
69,248,248,180,72,97
56,46,203,244,77,80
70,33,175,256,81,69
208,153,85,33,59,82
21,21,162,240,87,64
237,0,136,326,100,93
98,18,12,4,88,38
76,117,249,226,69,98
142,249,149,124,43,98
35,30,211,242,86,83
215,131,245,284,47,96
207,64,39,9,81,81
245,224,155,46,37,96
159,58,155,302,64,62
249,240,59,57,76,98
229,219,22,57,90,90
124,35,29,4,77,49
152,186,60,76,68,73
179,63,201,290,69,79
106,154,71,95,54,60
1,2,252,240,100,99
40,113,79,152,65,44
84,171,189,190,56,74
94,72,184,252,61,72
138,62,72,352,55,54
167,0,135,311,100,65
215,180,164,19,24,84
152,135,237,250,43,93
229,93,3,24,99,90
118,238,201,162,50,93
44,179,99,144,75,70
214,112,146,340,48,84
10,29,3,104,90,11
172,239,8,77,97,94
193,42,128,326,78,76
94,16,139,278,88,55
213,81,177,316,62,84
143,183,103,90,44,72
184,123,155,329,33,72
90,84,111,253,24,44
34,60,208,231,84,82
224,64,30,11,87,88
235,59,205,310,75,92
144,163,193,217,25,76
76,247,28,107,89,97
223,230,242,218,8,95
1,179,201,187,100,79
33,253,252,180,87,99
223,70,106,346,69,87
76,165,230,205,67,90
12,46,53,190,77,21
185,204,237,218,22,93
70,186,238,199,71,93
185,34,64,348,82,73
221,58,227,298,74,89
67,243,231,176,72,95
93,191,4,91,98,75
7,58,220,226,97,86
177,83,4,27,98,69
70,178,219,197,68,86
218,18,93,337,92,85
183,21,215,290,90,84
197,249,129,86,48,98
87,134,100,137,35,53
211,7,171,312,97,83
46,154,89,144,70,60
133,215,178,153,38,84
35,238,60,127,85,93
204,38,159,316,81,80
111,149,210,217,47,82
164,99,98,1,40,64
121,159,87,92,45,62
43,165,20,110,88,65
110,241,25,96,90,95
153,213,232,194,34,91
239,44,5,10,98,94
27,215,87,139,87,84
84,116,168,217,50,66
79,203,158,158,61,80
108,163,230,213,53,90
164,54,2,19,99,64
10,239,199,170,96,94
110,44,239,260,82,94
51,26,183,250,86,72
164,17,114,320,90,64
217,95,129,343,56,85
20,106,41,135,81,42
43,220,23,114,90,86
196,149,208,288,28,82
95,151,177,199,46,69
103,188,183,176,45,74
243,185,21,44,91,95
189,227,180,109,21,89
197,143,15,42,92,77
198,70,46,9,77,78
209,134,29,35,86,82
74,250,6,103,98,98
74,41,84,286,51,33
222,157,145,9,35,87
161,42,73,344,74,63
140,89,54,24,61,55
183,111,120,353,39,72
174,136,33,44,81,68
35,145,214,203,84,84
174,203,250,217,30,98
118,123,67,65,46,48
26,226,131,152,88,89
12,232,107,146,95,91
37,213,78,134,83,84
140,167,188,206,26,74
179,71,174,303,60,70
202,48,86,345,76,79
156,198,178,151,21,78
77,23,134,269,83,53
77,126,16,87,87,49
156,231,242,188,36,95
186,111,69,22,63,73
253,117,68,16,73,99
225,199,127,44,44,88
201,173,92,45,54,79
173,172,240,241,28,94
179,66,127,328,63,70
234,47,19,8,92,92
203,44,61,354,78,80
163,199,234,210,30,92
216,50,206,304,77,85
157,64,195,283,67,76
237,46,101,343,81,93
135,62,149,290,58,58
250,67,71,359,73,98
112,6,146,285,96,57
223,231,152,66,34,91
7,73,52,161,90,29
20,94,119,195,83,47
48,22,167,251,87,65
183,222,251,206,27,98
167,24,23,0,86,65
201,9,177,308,96,79
29,110,43,130,74,43
185,42,151,314,77,73
88,88,51,60,42,35
216,42,50,357,81,85
9,167,8,120,95,65
51,50,37,56,27,20
59,12,171,258,93,67
38,44,47,200,19,18
64,41,53,329,36,25
218,203,123,51,44,85
158,79,15,27,91,62
146,228,205,163,36,89
144,208,52,85,75,82
151,181,36,72,80,71
202,113,151,334,44,79
181,11,132,317,94,71
191,196,96,63,51,77
84,110,104,166,24,43
73,209,32,106,85,82
149,76,240,267,68,94
145,101,77,21,47,57
44,243,64,126,82,95
116,17,166,280,90,65
71,119,71,120,40,47
70,93,108,204,35,42
61,55,19,51,69,24
63,161,127,159,61,63
245,54,83,351,78,96
191,117,71,23,63,75
217,238,47,67,80,93
113,145,103,106,29,57
155,167,93,70,44,65
195,21,241,287,91,95
18,108,136,194,87,53
56,127,201,211,72,79
77,104,13,78,88,41
92,119,105,149,23,47
112,149,195,213,43,76
184,51,129,325,72,72
52,8,56,295,86,22
31,168,207,193,85,81
133,159,106,89,33,62
104,116,12,67,90,45
173,36,44,356,79,68
231,202,226,310,13,91
108,151,35,82,77,59
46,58,246,236,81,96
24,19,188,242,90,74
119,97,156,262,38,61
150,116,113,5,25,59
223,126,148,346,43,87
98,189,166,165,48,74
233,120,18,28,92,91
247,182,213,331,26,97
32,207,247,191,87,97
88,98,133,227,34,52
110,223,151,142,51,87
142,29,108,318,80,56
238,137,187,330,42,93
37,137,190,201,81,75
186,127,142,345,32,73
127,209,9,85,96,82
47,214,137,152,78,84
31,104,112,186,72,44
153,145,96,52,37,60
45,43,77,244,44,30
199,182,247,256,26,97
204,155,48,41,76,80
173,165,113,52,35,68
88,84,235,242,64,92
106,250,134,132,58,98
174,9,96,328,95,68
226,248,97,69,61,97
1,68,140,211,99,55
65,58,41,43,37,25
100,168,91,113,46,66
20,3,175,246,98,69
247,163,204,331,34,97
151,12,181,289,93,71
51,250,100,135,80,98
167,129,6,46,96,65
150,90,230,266,61,90
173,229,139,97,39,90
154,243,199,150,37,95
47,60,123,230,62,48
10,163,227,198,96,89
229,108,151,339,53,90
109,78,232,252,66,91
191,220,252,211,24,99
107,84,143,263,41,56
83,107,31,79,71,42
79,243,204,166,67,95
148,200,26,78,87,78
239,161,154,5,36,94
160,241,140,108,42,95
161,250,254,183,37,100
127,99,206,256,52,81
56,126,34,106,73,49
208,198,164,46,21,82
195,246,76,78,69,96
250,93,94,360,63,98
95,40,172,265,77,67
41,238,200,168,83,93
88,150,167,193,47,65
210,114,134,348,46,82
28,152,8,112,95,60
7,22,95,230,93,37
138,129,56,53,59,54
69,196,206,184,67,81
203,35,131,326,83,80
31,188,4,111,98,74
52,52,83,240,37,33
103,60,120,283,50,47
74,59,34,37,54,29
105,1,122,292,99,48
243,125,149,348,49,95
188,188,61,60,68,74
11,107,54,147,90,42
0,229,52,134,100,90
217,91,25,21,88,85
218,123,180,324,44,85
190,187,178,45,6,75
53,163,106,149,67,64
144,47,86,336,67,56
80,21,44,337,74,31
17,93,252,221,93,99
209,167,43,45,79,82
93,223,176,158,58,87
215,155,248,279,38,97
110,155,7,78,95,61
6,13,215,238,97,84
226,80,24,17,89,89
191,13,187,301,93,75
45,192,113,148,77,75
50,6,17,345,88,20
208,162,190,323,22,82
241,131,109,10,55,95
110,181,109,119,40,71
167,69,91,347,59,65
98,200,122,134,51,78
88,153,38,94,75,60
241,182,169,11,30,95
250,164,108,24,57,98
3,148,217,199,99,85
213,227,220,150,6,89
55,58,212,239,74,83
234,189,22,47,91,92
36,12,148,251,92,58
174,83,14,26,92,68
243,46,34,3,86,95
3,229,30,127,99,90
121,223,188,159,46,87
147,94,26,34,82,58
237,132,76,21,68,93
254,108,126,353,57,100
48,120,152,198,68,60
202,54,29,9,86,79
170,207,161,108,22,81
134,154,211,224,36,83
101,74,87,331,27,40
188,144,112,25,40,74
246,178,244,302,28,96
84,88,32,64,64,35
230,100,7,25,97,90
142,14,132,305,90,56
73,33,200,254,84,78
213,58,133,331,73,84
10,8,149,241,95,58
34,194,44,124,82,76
191,90,58,14,70,75
124,68,214,263,68,84
26,34,129,235,80,51
106,216,169,154,51,85
56,176,165,175,68,69
211,123,162,333,42,83
87,252,115,130,65,99
127,170,177,188,28,69
16,65,226,226,93,89
158,28,113,321,82,62
226,96,57,14,75,89
157,99,49,28,69,62
87,62,216,250,71,85
152,242,100,98,59,95
106,125,202,228,48,79
24,13,42,263,69,16
46,111,58,131,59,44
162,170,223,232,27,87
10,174,15,122,94,68
188,19,235,287,92,92
241,187,126,32,48,95
30,210,66,132,86,82
112,31,150,281,79,59
52,216,166,162,76,85
58,76,68,153,24,30
106,149,53,87,64,58
234,248,192,75,23,97
42,174,195,188,78,76
94,154,177,197,47,69
174,140,58,42,67,68
219,59,30,9,86,86
240,112,195,321,53,94
181,191,171,90,10,75
171,21,229,283,91,90
106,60,19,28,82,42
193,248,178,107,28,97
35,232,251,185,86,98
179,26,177,301,85,70
19,21,23,210,17,9
37,103,179,212,79,70
17,118,126,184,87,49
70,22,58,315,69,27
102,3,198,270,98,78
69,81,96,213,28,38
140,217,57,89,74,85
147,147,5,60,97,58
62,191,47,114,75,75
222,125,176,328,44,87
76,98,183,228,58,72
88,171,96,126,49,67
80,38,15,21,81,31
23,154,166,185,86,65
153,249,73,93,71,98
112,37,139,284,73,55
211,201,189,33,10,83
247,187,9,45,96,97
119,58,197,266,71,77
158,82,183,285,55,72
250,221,157,41,37,98
76,152,252,214,70,99
26,234,208,173,89,92
190,155,177,322,18,75
245,146,85,23,65,96
154,82,224,270,63,88
88,59,61,356,33,35
248,5,238,302,98,97
2,166,201,191,99,79
138,56,212,272,74,83
176,37,96,335,79,69
213,252,126,79,50,99
38,87,110,199,65,43
112,42,156,277,73,61
208,248,25,71,90,97
213,46,240,292,81,94
221,23,69,346,90,87
85,199,15,97,92,78
74,59,200,246,71,78
104,68,0,39,100,41
54,131,105,160,59,51
227,181,20,47,91,89
118,200,199,179,41,78
58,176,81,132,67,69
213,176,168,11,21,84
227,21,122,331,91,89
162,60,230,276,74,90
104,180,198,191,47,78
88,213,83,118,61,84
162,182,204,211,21,80
155,25,67,341,84,61
253,71,0,17,100,99
133,70,148,288,53,58
124,188,226,202,45,89
30,19,23,338,37,12
238,185,140,28,41,93
170,44,147,311,74,67
28,195,146,162,86,76
156,29,128,313,81,61
192,171,142,35,26,75
38,143,23,112,84,56
133,251,45,94,82,98
83,218,116,135,62,85
238,94,21,20,91,93
39,128,2,102,98,50
43,12,103,260,88,40
236,179,242,294,26,95
197,51,88,345,74,77
80,220,222,181,64,87
34,211,129,152,84,83
73,126,90,139,42,49
43,229,162,158,81,90
207,103,48,21,77,81
222,13,127,327,94,87
123,40,249,264,84,98
